timestamp,speed_hall,speed_gps,latitude,longitude,gps_valid,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,obstacle_distance,deterministic_alert,sensor_valid
48300,39.86,39.02,12.971678,77.594518,True,-0.017,0.145,9.984,-0.844,0.267,0.596,131.25,0,True
48400,38.21,37.9,12.971656,77.594594,True,0.008,-0.018,9.894,-0.158,0.921,0.596,128.92,0,True
48500,38.14,38.99,12.97165,77.594645,True,0.038,-0.263,9.789,-0.662,-0.897,0.981,180.89,0,True
48600,40.5,40.07,12.971517,77.594601,True,0.211,-0.133,9.653,-0.438,0.716,-0.972,111.15,0,True
48700,38.7,38.88,12.97153,77.594589,True,0.185,-0.143,9.88,-0.03,0.599,0.724,134.28,0,True
48800,38.34,37.63,12.971687,77.594531,True,-0.002,0.296,9.908,-0.524,-0.12,0.275,121.09,0,True
48900,40.94,40.63,12.971628,77.594651,True,-0.23,-0.199,9.759,-0.397,0.492,0.505,153.25,0,True
49000,39.52,39.93,12.971595,77.594529,True,0.222,-0.293,9.971,-0.102,0.357,0.924,168.29,0,True
49100,38.16,39.0,12.971627,77.594691,True,-0.041,0.251,9.943,-0.33,-0.466,-0.803,165.43,0,True
49200,39.56,40.11,12.97165,77.594647,True,0.053,-0.183,9.735,0.381,-0.64,0.095,167.28,0,True
49300,41.33,40.35,12.97152,77.594521,True,-0.032,-0.168,9.713,-0.614,-0.953,-0.816,193.85,0,True
49400,40.63,41.3,12.97169,77.594628,True,0.125,-0.228,9.943,-0.74,0.313,0.8,156.61,0,True
49500,41.87,42.66,12.971639,77.594551,True,-0.02,0.262,9.856,0.845,-0.447,-0.146,190.34,0,True
49600,41.08,40.73,12.971532,77.594515,True,0.166,-0.07,9.733,-0.88,0.911,-0.471,144.06,0,True
49700,39.97,40.82,12.971622,77.594536,True,-0.005,-0.214,9.907,-0.563,0.287,0.825,171.54,0,True
49800,38.41,37.56,12.971614,77.59455,True,-0.032,0.238,9.66,0.281,0.866,0.329,126.64,0,True
49900,40.8,41.61,12.971615,77.594603,True,0.264,-0.006,9.774,0.688,0.562,0.571,154.01,0,True
50000,38.01,38.92,12.971664,77.594596,True,0.04,0.261,9.744,0.364,-0.199,0.265,195.88,0,True
50100,38.36,38.43,12.971692,77.594516,True,-0.024,0.16,9.859,-0.647,-0.921,-0.232,119.1,0,True
50200,40.78,41.58,12.971626,77.594572,True,-0.249,0.08,9.894,-0.72,-0.614,0.439,159.29,0,True
50300,39.96,39.08,12.971608,77.594562,True,0.02,0.201,9.78,0.992,-0.926,-0.888,178.78,0,True
50400,38.17,37.41,12.971661,77.594633,True,-0.025,0.107,9.95,-0.702,0.159,0.85,103.69,0,True
50500,38.57,38.87,12.971594,77.594684,True,-0.273,0.121,9.652,-0.656,-0.9,-0.385,179.37,0,True
50600,39.82,39.17,12.971618,77.594664,True,-0.236,-0.002,9.92,-0.559,0.609,-0.148,181.15,0,True
50700,41.93,42.29,12.971565,77.594695,True,0.046,-0.218,9.935,0.586,0.528,0.186,133.55,0,True
50800,38.48,37.77,12.971583,77.594639,True,0.032,-0.037,9.97,-0.919,-0.8,0.695,161.24,0,True
50900,41.11,40.14,12.971597,77.594501,True,-0.192,-0.247,9.861,0.774,-0.168,0.615,177.26,0,True
51000,40.77,40.18,12.971628,77.594605,True,-0.053,0.263,9.844,-0.925,-0.64,-0.0,195.03,0,True
51100,40.51,41.07,12.97157,77.594501,True,-0.159,-0.229,9.812,-0.809,-0.276,0.522,153.97,0,True
51200,38.88,39.42,12.971632,77.594555,True,-0.184,0.178,9.874,0.937,-0.051,-0.647,167.01,0,True
51300,38.17,38.46,12.971557,77.594587,True,-0.099,0.183,9.903,-0.913,0.481,0.85,117.59,0,True
51400,41.14,41.11,12.971523,77.594679,True,0.133,0.056,9.73,-0.602,0.354,-0.349,177.9,0,True
51500,39.3,38.5,12.971648,77.594674,True,-0.075,-0.168,9.788,-0.031,0.781,-0.71,192.79,0,True
51600,39.82,39.59,12.971527,77.594644,True,0.079,0.285,9.681,-0.746,0.384,-0.881,113.65,0,True
51700,41.41,41.32,12.971534,77.594569,True,0.232,0.062,9.916,0.276,0.223,-0.66,197.01,0,True
51800,41.42,40.59,12.971671,77.594598,True,0.297,0.055,9.935,-0.442,0.46,0.472,124.67,0,True
51900,39.31,39.47,12.971678,77.594618,True,-0.211,0.044,9.602,0.96,-0.92,-0.059,176.86,0,True
52000,38.13,38.2,12.971596,77.59466,True,0.193,-0.029,9.696,0.117,-0.975,0.464,194.99,0,True
52100,38.53,38.12,12.97163,77.594518,True,-0.012,-0.117,9.881,0.716,0.495,-0.951,145.48,0,True
52200,41.09,41.84,12.971581,77.594658,True,-0.078,-0.021,9.853,0.721,-0.859,0.787,133.29,0,True
52300,38.13,37.98,12.971554,77.594689,True,0.025,0.177,9.915,-0.838,0.762,0.472,105.48,0,True
52400,41.78,42.13,12.971678,77.594522,True,-0.081,0.071,9.746,-0.649,0.118,-0.866,170.93,0,True
52500,38.82,39.78,12.971548,77.594523,True,-0.013,0.263,9.832,0.918,-0.58,0.49,122.54,0,True
52600,39.41,38.95,12.971636,77.594555,True,-0.262,-0.093,9.794,0.053,-0.755,0.42,167.83,0,True
52700,40.13,39.72,12.971624,77.59466,True,0.267,0.185,9.976,-0.869,0.784,-0.084,108.02,0,True
52800,41.59,41.17,12.971691,77.594522,True,-0.134,0.118,9.799,0.75,0.041,0.255,129.32,0,True
52900,41.88,41.96,12.971526,77.594569,True,-0.034,0.087,9.717,-0.874,0.744,-0.535,194.74,0,True
53000,40.58,40.4,12.971569,77.594629,True,-0.104,0.056,9.879,0.684,-0.109,-0.392,113.2,0,True
53100,41.16,40.5,12.971552,77.594597,True,0.282,0.162,9.619,-0.294,-0.088,-0.667,192.41,0,True
53200,40.85,40.42,12.971695,77.594668,True,0.116,0.1,9.661,-0.524,-0.918,-0.367,112.65,0,True
53300,39.04,38.41,12.971612,77.594507,True,-0.11,-0.094,9.749,0.08,-0.675,-0.397,192.04,0,True
53400,39.62,39.62,12.971529,77.594592,True,-0.108,-0.297,9.895,0.951,-0.337,0.411,147.39,0,True
53500,39.16,40.05,12.971696,77.594615,True,-0.212,0.039,9.963,-0.116,0.378,0.463,190.02,0,True
53600,38.56,38.66,12.971562,77.59458,True,0.205,-0.032,9.637,-0.89,0.283,0.167,122.21,0,True
53700,41.74,41.3,12.971505,77.594608,True,-0.033,0.103,9.635,0.024,-0.611,-0.364,160.51,0,True
53800,41.77,42.59,12.971572,77.59453,True,0.212,-0.078,9.749,-0.431,-0.297,0.955,187.43,0,True
53900,38.35,38.81,12.971589,77.594699,True,0.182,-0.127,9.922,0.941,-0.152,0.793,113.96,0,True
54000,40.35,39.52,12.971542,77.594595,True,0.221,0.292,9.626,0.92,0.512,-0.823,140.95,0,True
54100,41.66,41.49,12.971611,77.594642,True,0.153,-0.218,9.674,-0.236,0.108,-0.916,182.62,0,True
54200,41.34,40.95,12.971612,77.594593,True,-0.284,-0.299,9.705,0.912,0.668,-0.055,165.38,0,True
54300,41.57,41.41,12.971598,77.594638,True,-0.153,-0.228,9.711,0.989,-0.867,0.491,158.11,0,True
54400,40.26,41.0,12.971626,77.594595,True,0.117,-0.228,9.805,0.151,0.691,-0.674,105.85,0,True
54500,39.28,40.04,12.971527,77.594533,True,-0.136,-0.048,9.965,-0.288,-0.42,0.059,193.63,0,True
54600,40.06,40.59,12.971537,77.594519,True,0.152,0.026,9.949,0.654,0.37,-0.398,168.54,0,True
54700,40.75,39.95,12.971616,77.594665,True,-0.292,0.011,9.749,-0.03,-0.319,0.822,110.24,0,True
54800,38.62,38.06,12.971538,77.594679,True,0.068,0.199,9.81,0.064,0.102,0.513,111.4,0,True
54900,39.84,38.99,12.971664,77.594685,True,-0.012,-0.113,9.745,0.634,0.779,0.195,176.36,0,True
55000,39.37,39.79,12.971506,77.594663,True,-0.167,0.214,9.657,-0.547,-0.749,-0.74,107.86,0,True
55100,40.76,41.33,12.971516,77.594655,True,0.154,-0.274,9.643,0.586,0.027,-0.881,111.89,0,True
55200,39.01,38.14,12.971634,77.594651,True,0.169,0.252,9.682,0.802,-0.63,-0.297,109.08,0,True
55300,41.38,42.27,12.97169,77.59457,True,-0.204,0.0,9.891,-0.516,0.14,-0.802,157.81,0,True
55400,38.06,37.49,12.971538,77.594556,True,0.241,0.022,9.989,-0.803,-0.572,0.008,170.78,0,True
55500,39.47,39.64,12.971588,77.594692,True,-0.191,-0.087,9.752,-0.571,-0.545,-0.774,198.46,0,True
55600,38.49,37.72,12.971527,77.594652,True,0.123,0.034,9.616,-0.344,-0.769,-0.433,160.04,0,True
55700,39.25,40.2,12.971589,77.594611,True,-0.126,0.213,9.676,-0.861,0.682,-0.049,167.91,0,True
55800,38.72,39.71,12.971598,77.594521,True,-0.037,0.095,9.634,-0.713,-0.199,0.181,110.17,0,True
55900,41.7,42.66,12.971513,77.594695,True,-0.097,0.057,9.996,-0.754,0.676,0.45,127.85,0,True
56000,40.85,41.02,12.971555,77.594658,True,0.086,-0.06,9.79,0.206,-0.191,-0.031,127.89,0,True
56100,41.07,40.29,12.97155,77.594599,True,0.077,-0.219,9.64,-0.894,-0.864,0.356,197.21,0,True
56200,39.53,39.89,12.971531,77.594624,True,-0.242,-0.254,9.901,0.535,0.585,-0.596,166.21,0,True
56300,39.96,39.48,12.971569,77.594672,True,0.028,0.272,9.613,-0.139,0.83,-0.233,131.46,0,True
56400,39.51,39.42,12.971507,77.594611,True,0.216,-0.118,9.882,-0.017,-0.731,0.431,148.75,0,True
56500,38.44,38.79,12.971632,77.594637,True,0.043,-0.014,9.942,0.013,-0.217,-0.011,197.09,0,True
56600,40.47,40.17,12.971696,77.594564,True,-0.283,-0.273,9.935,-0.302,0.484,-0.946,189.13,0,True
56700,39.37,38.56,12.971569,77.594571,True,-0.089,0.097,9.699,0.296,0.185,0.821,106.55,0,True
56800,39.22,38.89,12.971504,77.594565,True,-0.023,0.218,9.827,0.803,-0.467,0.392,158.8,0,True
56900,41.94,41.7,12.971578,77.594615,True,0.185,-0.24,9.87,-0.328,0.006,0.53,133.95,0,True
57000,40.46,40.19,12.971587,77.594599,True,0.208,0.172,9.936,0.072,-0.425,-0.905,199.62,0,True
57100,39.61,39.06,12.971649,77.594518,True,0.207,-0.243,9.735,-0.865,0.602,-0.049,120.97,0,True
57200,41.18,41.49,12.97156,77.594661,True,-0.04,0.024,9.68,-0.195,0.25,-0.094,176.34,0,True
57300,38.72,37.76,12.971641,77.594673,True,0.046,-0.172,9.985,0.484,-0.065,0.874,153.27,0,True
57400,40.46,41.0,12.971587,77.594613,True,0.076,0.013,9.746,-0.705,-0.699,0.371,130.03,0,True
57500,39.74,39.38,12.971666,77.594513,True,-0.178,-0.053,9.929,0.292,-0.487,0.202,140.59,0,True
57600,38.45,37.84,12.971549,77.594665,True,-0.022,0.036,9.774,0.294,-0.926,-0.681,113.64,0,True
57700,39.03,39.64,12.971632,77.594535,True,0.212,0.278,9.794,-0.96,0.719,-0.832,160.16,0,True
57800,41.47,42.27,12.971581,77.594573,True,0.094,-0.246,9.977,0.448,-0.719,-0.776,173.45,0,True
57900,41.73,41.78,12.971666,77.59469,True,0.259,-0.149,9.954,-0.524,-0.755,0.613,132.93,0,True
58000,40.34,40.12,12.97165,77.594547,True,-0.046,-0.213,9.67,0.94,-0.121,-0.491,158.95,0,True
58100,39.96,39.71,12.97169,77.594563,True,-0.046,0.11,9.985,0.759,0.874,-0.274,171.57,0,True
58200,41.29,40.33,12.971693,77.594621,True,0.205,0.097,9.976,0.381,0.578,-0.521,155.27,0,True
58300,39.24,40.15,12.971573,77.594662,True,-0.227,0.22,9.943,-0.223,0.82,-0.214,197.8,0,True
58400,39.02,38.2,12.971665,77.594547,True,-0.174,0.234,9.966,0.263,0.759,0.533,140.63,0,True
58500,38.14,38.87,12.971665,77.594688,True,-0.017,-0.052,9.936,0.435,0.754,0.64,182.44,0,True
58600,40.79,40.81,12.97157,77.59462,True,0.188,0.143,9.781,-0.945,-0.896,0.283,163.02,0,True
58700,41.16,40.44,12.97158,77.594626,True,-0.112,-0.251,9.663,0.033,0.939,0.661,176.32,0,True
58800,41.39,41.76,12.971659,77.594564,True,-0.013,0.141,9.704,0.375,0.654,0.599,119.87,0,True
58900,39.66,39.02,12.971675,77.594689,True,0.231,-0.165,9.979,0.846,0.294,0.253,190.68,0,True
59000,41.9,41.29,12.97164,77.594534,True,-0.059,-0.043,9.704,-0.822,-0.264,0.894,111.74,0,True
59100,40.87,40.74,12.971684,77.594591,True,0.104,-0.229,9.885,-0.619,0.724,0.564,128.8,0,True
59200,39.98,39.24,12.971671,77.59462,True,0.297,-0.13,9.871,-0.163,-0.183,-0.708,129.02,0,True
59300,39.05,39.28,12.971681,77.594574,True,0.111,-0.025,9.604,-0.734,-0.354,0.386,168.69,0,True
59400,40.85,41.27,12.971647,77.594551,True,-0.243,-0.265,9.733,-0.53,0.816,0.993,193.93,0,True
59500,41.87,42.07,12.97165,77.594509,True,-0.148,0.072,9.721,-0.211,-0.258,0.936,155.96,0,True
59600,40.32,39.84,12.971601,77.594686,True,0.227,-0.221,9.727,0.061,-0.716,-0.766,104.42,0,True
59700,38.51,39.25,12.971667,77.59465,True,0.256,-0.13,9.951,0.226,0.523,-0.472,131.3,0,True
59800,41.57,41.2,12.971699,77.594653,True,-0.209,0.212,9.863,0.596,-0.894,-0.703,122.99,0,True
59900,38.14,37.66,12.971641,77.594587,True,0.297,0.256,9.616,-0.287,0.418,-0.03,149.3,0,True
60000,41.38,42.12,12.971525,77.594519,True,0.221,-0.192,9.667,0.017,-0.454,0.782,158.57,0,True
60100,40.33,41.28,12.971605,77.594614,True,-0.05,-0.254,9.907,0.354,0.775,-0.948,168.13,0,True
60200,40.72,40.51,12.971618,77.59469,True,0.202,-0.208,9.632,0.661,0.319,-0.092,195.52,0,True
60300,40.38,39.39,12.971694,77.594631,True,0.271,-0.105,9.893,0.469,0.915,0.138,121.14,0,True
60400,38.19,38.48,12.971565,77.594511,True,-0.258,0.271,9.753,-0.202,-0.644,0.93,186.55,0,True
60500,38.36,39.06,12.971533,77.594656,True,-0.129,0.152,9.862,-0.759,-0.018,-0.135,180.64,0,True
60600,39.24,39.61,12.971526,77.594633,True,0.199,0.008,9.796,0.771,-0.047,0.126,142.31,0,True
60700,41.03,41.65,12.971623,77.594587,True,-0.044,-0.276,9.737,-0.073,-0.552,0.372,115.51,0,True
60800,39.98,40.24,12.971605,77.594558,True,-0.038,0.244,9.791,-0.703,-0.744,0.806,184.15,0,True
60900,40.09,39.68,12.97151,77.594515,True,-0.273,-0.235,9.77,-0.811,0.322,0.137,125.34,0,True
61000,39.02,38.18,12.971601,77.594523,True,0.097,-0.192,9.673,-0.214,-0.833,0.754,129.76,0,True
61100,40.35,40.26,12.971634,77.594625,True,-0.141,0.28,9.949,-0.626,-0.63,0.494,160.41,0,True
61200,41.49,40.7,12.971607,77.594501,True,-0.23,-0.197,9.791,0.384,0.738,0.932,160.19,0,True
61300,39.95,40.18,12.971695,77.594572,True,0.104,0.114,9.758,-0.395,-0.75,-0.972,111.19,0,True
61400,38.06,39.0,12.971672,77.594542,True,0.089,0.09,9.774,0.252,0.58,-0.618,130.09,0,True
61500,39.85,39.8,12.971504,77.594533,True,-0.209,0.122,9.986,-0.057,0.72,0.17,120.13,0,True
61600,40.28,40.95,12.97151,77.594502,True,0.078,0.128,9.992,0.697,0.474,0.192,155.43,0,True
61700,39.16,39.14,12.971597,77.594618,True,0.067,0.107,9.927,-0.024,0.429,0.057,142.2,0,True
61800,39.26,38.39,12.971679,77.594583,True,-0.016,-0.003,9.976,-0.306,0.395,-0.958,128.8,0,True
61900,38.77,38.46,12.971546,77.594544,True,0.245,-0.097,9.841,0.685,0.314,-0.738,129.34,0,True
62000,40.85,41.77,12.971667,77.594635,True,0.141,0.178,9.92,0.689,0.244,-0.435,174.93,0,True
62100,40.67,39.93,12.97154,77.594621,True,-0.239,-0.05,9.998,-0.393,-0.581,-0.906,101.81,0,True
62200,41.52,41.24,12.971532,77.594666,True,0.237,-0.281,9.625,-0.139,0.235,-0.759,122.41,0,True
62300,39.03,38.71,12.971571,77.594509,True,0.227,-0.14,9.66,0.38,0.031,0.339,170.64,0,True
62400,41.71,41.58,12.971591,77.594668,True,-0.233,-0.236,9.844,0.564,0.895,0.647,104.2,0,True
62500,38.42,38.68,12.971674,77.594682,True,-0.206,-0.125,9.777,0.012,0.465,-0.801,164.71,0,True
62600,39.34,38.61,12.97167,77.594588,True,-0.051,0.161,9.698,0.618,-0.317,0.01,108.52,0,True
62700,39.49,40.0,12.971572,77.594633,True,-0.209,0.152,9.769,-0.544,0.604,-0.173,140.93,0,True
62800,39.84,40.54,12.971659,77.594572,True,-0.282,-0.213,9.604,0.612,0.887,-0.83,131.48,0,True
62900,41.93,41.26,12.971512,77.594652,True,0.096,0.085,9.961,-0.884,0.263,0.427,166.04,0,True
63000,40.08,39.67,12.97158,77.594636,True,0.032,-0.117,9.897,0.818,-0.984,-0.44,152.78,0,True
63100,41.68,42.08,12.971589,77.594541,True,0.027,0.173,9.861,0.395,0.775,0.563,140.45,0,True
63200,38.79,38.39,12.971507,77.594567,True,0.135,0.144,9.65,0.984,-0.432,-0.814,155.18,0,True
63300,40.09,40.6,12.971532,77.594506,True,0.178,0.056,9.697,0.548,0.453,0.974,111.04,0,True
63400,38.24,37.99,12.971625,77.594571,True,-0.271,0.091,9.65,-0.404,0.474,-0.094,198.3,0,True
63500,41.22,42.2,12.971613,77.594679,True,0.077,0.02,9.838,-0.299,-0.431,0.57,171.49,0,True
63600,40.69,41.12,12.971604,77.59455,True,-0.103,0.049,9.929,-0.277,-0.804,0.423,182.84,0,True
63700,38.33,37.45,12.971678,77.594595,True,-0.032,-0.078,9.811,0.176,0.038,-0.21,126.37,0,True
63800,40.0,39.84,12.971588,77.594686,True,-0.006,0.284,9.93,-0.711,-0.746,0.422,112.94,0,True
63900,40.82,41.54,12.971524,77.594543,True,-0.016,0.148,9.978,-0.261,0.904,0.203,140.86,0,True
64000,38.48,38.63,12.971508,77.594531,True,-0.077,0.295,9.721,-0.028,0.582,-0.716,158.96,0,True
64100,38.19,38.98,12.971678,77.594543,True,0.191,-0.007,9.649,-0.303,0.741,-0.165,157.31,0,True
64200,40.26,41.06,12.971656,77.594595,True,0.132,0.063,9.905,0.01,-0.078,-0.1,144.91,0,True
64300,41.47,41.12,12.97166,77.594633,True,-0.054,-0.16,9.758,0.082,0.916,0.78,173.59,0,True
64400,40.58,41.32,12.971641,77.594614,True,0.178,0.124,9.824,-0.752,0.119,-0.615,161.87,0,True
64500,40.31,39.41,12.971614,77.594538,True,-0.014,0.238,9.648,0.872,-0.641,-0.962,178.68,0,True
64600,38.98,39.39,12.971678,77.594589,True,0.184,0.064,9.761,-0.91,0.724,-0.953,143.7,0,True
64700,39.66,40.38,12.971563,77.594551,True,-0.231,-0.24,9.667,-0.712,-0.489,-0.821,130.68,0,True
64800,39.63,38.97,12.971623,77.594565,True,-0.284,-0.265,9.756,-0.36,-0.174,-0.352,137.55,0,True
64900,41.31,40.55,12.971541,77.59465,True,0.052,-0.004,9.901,-0.23,-0.77,-0.879,146.48,0,True
65000,39.63,39.6,12.971581,77.594547,True,0.232,-0.139,9.985,0.35,-0.507,0.109,178.52,0,True
65100,39.22,39.03,12.971517,77.594627,True,-0.178,0.281,9.749,0.971,0.564,0.075,142.38,0,True
65200,41.65,41.55,12.9715,77.594593,True,0.198,-0.126,9.989,-0.999,0.867,-0.036,159.79,0,True
65300,41.36,41.12,12.97157,77.594626,True,0.051,0.006,9.618,0.478,0.126,-0.399,139.53,0,True
65400,38.49,37.77,12.971611,77.594556,True,-0.041,0.066,9.983,-0.363,0.364,-0.315,126.14,0,True
65500,41.01,40.92,12.971549,77.594697,True,-0.095,-0.024,9.84,-0.968,0.384,0.293,100.2,0,True
65600,39.91,40.71,12.971635,77.594583,True,0.237,0.122,9.905,0.076,0.575,0.298,107.75,0,True
65700,38.12,38.79,12.971634,77.594634,True,-0.088,0.188,9.931,-0.284,-0.646,0.536,169.7,0,True
65800,38.03,37.96,12.971687,77.594589,True,-0.167,-0.288,9.712,0.843,-0.284,-0.82,161.34,0,True
65900,39.21,39.65,12.971547,77.594599,True,-0.082,-0.132,9.962,0.414,-0.582,-0.608,182.11,0,True
66000,39.58,40.32,12.971614,77.594599,True,0.031,0.096,9.826,0.365,0.13,-0.869,112.82,0,True
66100,38.26,37.78,12.971614,77.594546,True,0.014,0.169,9.677,0.356,0.984,0.386,153.29,0,True
66200,39.01,39.13,12.971591,77.594688,True,0.085,0.266,9.621,0.878,-0.135,0.99,127.4,0,True
66300,40.72,40.65,12.971572,77.594652,True,0.23,-0.165,9.711,-0.16,-0.102,-0.99,119.46,0,True
66400,38.33,38.47,12.971505,77.594647,True,0.287,-0.046,9.63,-0.5,-0.671,-0.378,162.6,0,True
66500,38.39,38.35,12.971662,77.594619,True,0.076,-0.099,9.7,-0.784,-0.523,-0.318,105.44,0,True
66600,39.33,39.92,12.971689,77.594655,True,0.072,0.158,9.85,0.158,-0.829,-0.879,103.33,0,True
66700,39.25,39.95,12.971513,77.594526,True,0.251,-0.035,9.721,0.252,-0.868,0.355,155.93,0,True
66800,39.18,38.94,12.971519,77.59465,True,-0.16,0.06,9.864,-0.979,-0.232,0.59,187.99,0,True
66900,40.48,40.16,12.971688,77.594657,True,-0.028,-0.103,9.677,-0.795,0.19,-0.865,178.94,0,True
67000,38.77,38.92,12.971627,77.594551,True,-0.047,0.135,9.778,-0.514,0.594,-0.879,131.17,0,True
67100,39.74,40.66,12.971651,77.594562,True,0.231,0.165,9.659,-0.383,-0.314,-0.262,100.81,0,True
67200,40.35,40.7,12.971511,77.594601,True,0.201,0.215,9.769,-0.609,-0.599,0.817,178.53,0,True
67300,39.37,39.7,12.971639,77.594696,True,0.06,-0.101,9.831,0.926,0.232,-0.163,116.23,0,True
67400,39.82,40.4,12.971508,77.594544,True,-0.298,-0.166,9.692,0.248,-0.522,0.469,195.26,0,True
67500,39.33,39.81,12.971541,77.594537,True,0.294,-0.082,9.629,-0.94,-0.77,-0.419,119.44,0,True
67600,40.34,40.87,12.971509,77.594506,True,-0.181,-0.196,9.954,0.438,-0.32,0.109,117.85,0,True
67700,38.09,38.77,12.971682,77.594504,True,0.106,-0.073,9.915,-0.778,0.872,-0.39,124.01,0,True
67800,41.24,41.56,12.971688,77.594695,True,0.299,0.229,9.951,-0.869,-0.711,0.848,179.49,0,True
67900,38.77,38.52,12.971575,77.59462,True,0.286,-0.153,9.618,0.232,-0.622,0.071,178.96,0,True
68000,39.31,38.42,12.971659,77.594675,True,0.211,0.281,9.954,-0.582,-0.837,-0.059,166.35,0,True
68100,38.26,38.28,12.97165,77.594629,True,0.005,-0.001,9.786,-0.356,-0.252,0.389,171.56,0,True
68200,39.98,39.52,12.97158,77.594684,True,0.05,-0.278,9.688,-0.594,0.726,-0.208,130.6,0,True
68300,41.55,41.7,12.971687,77.594575,True,0.03,-0.219,9.634,-0.111,-0.297,0.168,146.53,0,True
68400,40.48,40.34,12.971594,77.594582,True,0.183,-0.11,9.753,-0.641,-0.532,0.291,135.91,0,True
68500,38.33,39.01,12.971603,77.594629,True,0.172,0.256,9.639,-0.857,-0.923,-0.599,119.66,0,True
68600,39.32,38.92,12.971663,77.594637,True,-0.135,0.123,9.999,0.997,0.505,0.48,191.24,0,True
68700,38.03,37.63,12.971664,77.594657,True,-0.058,-0.057,9.832,0.311,-0.056,0.025,176.12,0,True
68800,38.6,38.39,12.971545,77.59465,True,-0.015,0.009,9.914,0.515,0.445,-0.077,179.19,0,True
68900,39.25,38.63,12.971654,77.59464,True,-0.174,-0.03,9.823,-0.251,0.155,-0.743,194.34,0,True
69000,38.04,38.66,12.971667,77.594568,True,-0.049,0.111,9.761,0.557,0.075,-0.348,102.32,0,True
69100,41.14,41.99,12.971531,77.594691,True,-0.102,0.078,9.841,0.216,0.734,0.96,120.42,0,True
69200,39.56,39.63,12.971538,77.594522,True,0.042,-0.029,9.958,-0.814,-0.791,0.106,103.21,0,True
69300,40.76,40.73,12.971537,77.594514,True,0.278,-0.13,9.693,0.319,-0.86,-0.885,151.85,0,True
69400,38.69,39.41,12.971582,77.594531,True,-0.234,0.022,9.791,-0.862,0.91,0.731,112.99,0,True
69500,38.82,38.69,12.971642,77.594595,True,0.062,0.263,9.835,0.005,0.37,-0.449,100.74,0,True
69600,38.57,37.7,12.97158,77.594662,True,0.016,0.246,9.952,-0.08,0.152,0.475,128.79,0,True
69700,41.52,41.44,12.97164,77.594642,True,-0.122,0.068,9.924,-0.65,-0.502,0.8,173.32,0,True
69800,39.83,40.65,12.971537,77.594614,True,-0.064,0.267,9.696,0.741,-0.452,0.256,129.19,0,True
69900,41.67,42.06,12.971644,77.594543,True,-0.004,0.295,9.821,0.991,-0.847,-0.79,176.65,0,True
70000,39.3,39.21,12.971551,77.594601,True,-0.023,-0.256,9.878,0.499,-0.238,0.492,185.58,0,True
70100,39.59,38.61,12.971523,77.594683,True,-0.104,0.149,9.794,-0.864,0.097,-0.515,195.0,0,True
70200,38.56,39.2,12.971668,77.594534,True,-0.289,-0.24,9.718,0.069,-0.218,-0.845,176.36,0,True
70300,40.71,40.02,12.971572,77.594543,True,-0.279,0.105,9.686,0.393,0.673,0.623,164.1,0,True
70400,40.87,41.66,12.971578,77.594562,True,-0.269,-0.297,9.909,0.534,0.858,-0.251,123.85,0,True
70500,38.37,38.21,12.971698,77.594567,True,-0.185,0.101,9.688,0.765,0.594,0.661,116.79,0,True
70600,38.67,38.5,12.971522,77.594565,True,0.037,-0.186,9.683,0.083,0.878,-0.758,121.38,0,True
70700,39.43,38.77,12.97158,77.594563,True,-0.066,-0.025,9.626,0.63,0.3,-0.262,106.73,0,True
70800,38.87,38.48,12.97162,77.594697,True,-0.239,0.022,9.996,0.701,-0.657,0.918,159.99,0,True
70900,41.93,42.32,12.971636,77.594694,True,0.116,-0.101,9.854,0.768,-0.364,0.703,148.21,0,True
71000,39.34,39.56,12.971617,77.594576,True,0.084,-0.161,9.835,0.977,-0.535,0.233,189.68,0,True
71100,39.24,39.71,12.971651,77.594624,True,-0.264,-0.075,9.719,-0.697,-0.591,-0.924,192.34,0,True
71200,40.39,41.28,12.971648,77.594566,True,-0.133,0.086,9.904,0.042,0.955,0.296,128.85,0,True
71300,38.09,38.79,12.971566,77.594548,True,0.024,0.244,9.866,-0.503,0.375,0.439,160.81,0,True
71400,39.53,39.17,12.971588,77.594501,True,0.222,-0.258,9.677,0.269,-0.717,-0.592,109.18,0,True
71500,40.37,41.03,12.971686,77.594547,True,-0.253,0.135,9.725,0.443,-0.51,-0.647,124.9,0,True
71600,39.14,39.04,12.971627,77.594554,True,0.169,-0.252,9.989,-0.204,-0.664,-0.117,150.53,0,True
71700,40.94,41.46,12.971664,77.594659,True,-0.288,-0.071,9.942,0.518,0.843,0.19,115.28,0,True
71800,40.91,40.42,12.971593,77.594591,True,-0.075,0.064,9.629,-0.727,-0.061,-0.691,118.96,0,True
71900,38.05,38.05,12.971645,77.594598,True,0.255,0.264,9.988,-0.254,-0.021,0.282,158.83,0,True
72000,39.64,38.71,12.971684,77.594577,True,0.039,-0.183,9.775,-0.489,0.826,0.444,150.96,0,True
72100,39.95,40.33,12.971639,77.59463,True,0.256,0.141,9.697,-0.931,0.626,0.262,167.64,0,True
72200,40.79,41.08,12.971552,77.594591,True,0.109,-0.147,9.841,0.904,0.683,-0.975,177.1,0,True
72300,40.58,41.41,12.97158,77.594617,True,0.241,0.011,9.676,-0.154,0.659,-0.494,130.22,0,True
